Date,Close/Last
11/11/2016,1224.3
11/10/2016,1266.4
11/09/2016,1273.5
11/08/2016,1274.5
11/07/2016,1279.4
11/04/2016,1304.5
11/03/2016,1303.3
11/02/2016,1308.2
11/01/2016,1288
10/31/2016,1273.1
10/28/2016,1276.8
10/27/2016,1269.5
10/26/2016,1266.6
10/25/2016,1273.6
10/24/2016,1263.7
10/21/2016,1267.7
10/20/2016,1267.5
10/19/2016,1269.9
10/18/2016,1262.9
10/17/2016,1256.6
10/14/2016,1255.5
10/13/2016,1257.6
10/12/2016,1253.8
10/11/2016,1255.9
10/10/2016,1260.4
10/07/2016,1251.9
10/06/2016,1253
10/05/2016,1268.6
10/04/2016,1269.7
10/03/2016,1312.7
09/30/2016,1317.1
09/29/2016,1326
09/28/2016,1323.7
09/27/2016,1330.4
09/26/2016,1344.1
09/23/2016,1341.7
09/22/2016,1344.7
09/21/2016,1331.4
09/20/2016,1318.2
09/19/2016,1317.8
09/16/2016,1310.2
09/15/2016,1318
09/14/2016,1326.1
09/13/2016,1323.7
09/12/2016,1325.6
09/09/2016,1334.5
09/08/2016,1341.6
09/07/2016,1349.2
09/06/2016,1349.2
09/02/2016,1354
09/01/2016,1317.1
08/31/2016,1311.4
08/30/2016,1316.5
08/29/2016,1327.1
08/26/2016,1325.9
08/25/2016,1324.6
08/24/2016,1329.7
08/23/2016,1346.1
08/22/2016,1343.4
08/19/2016,1346.2
08/18/2016,1357.2
08/17/2016,1348.8
08/16/2016,1356.9
08/15/2016,1347.5
08/12/2016,1343.2
08/11/2016,1350
08/10/2016,1351.9
08/09/2016,1346.7
08/08/2016,1341.3
08/05/2016,1344.4
08/04/2016,1367.4
08/03/2016,1364.7
08/02/2016,1372.6
08/01/2016,1359.6
07/29/2016,1349
07/28/2016,1332.3
07/27/2016,1326.7
07/26/2016,1320.8
07/25/2016,1319.5
07/22/2016,1323.4
07/21/2016,1331
07/20/2016,1319.3
07/19/2016,1332.3
07/18/2016,1329.3
07/15/2016,1327.4
07/14/2016,1327.4
07/13/2016,1332.2
07/12/2016,1335.3
07/11/2016,1356.6
07/08/2016,1358.4
07/07/2016,1362.1
07/06/2016,1367.1
07/05/2016,1358.7
07/01/2016,1339
06/30/2016,1320.6
